MODE,ACTIVITY RECOGNIZED,PROBABILITY,TIMESTAMP,X AXIS,Y AXIS,Z AXIS,ACC MAGNITUDE,X FILTER AXIS,Y FILTER AXIS,Z FILTER AXIS,XG_AXIS,YG_AXIS,ZG_AXIS,Gyro_filter_X,Gyro_filter_Y,Gyro_filter_Z,BAROMETER,HEIGHT,x_magno,y_magno,z_magno,MAGNETOMETER,TIME,DATE,GENDER,CROWD DETECTED,COACH,IS_TRAIN_STARTED,STATION_CROWD,LATITUDE,LONGITUDE
3,,,1.53275E+12,8.37E-04,7.37E-04,-5.70E-04,0.001252789,0.006461835,0.014726209,0.08656502,0.043982297,-0.052534413,-0.013439035,0.043982297,-0.052534413,-0.013439034,965.7699585,204.2986,24.75,-17.1875,-65.6875,72.26908269,9:05:08,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,7.75E-04,7.27E-06,0.001143456,0.001381086,0.005893101,0.013254316,0.07802286,0.02443461,-0.07452556,-0.002443461,0.04202753,-0.054733526,-0.012339477,965.7699585,204.2986,24.6875,-17.1875,-65.375,71.96369527,9:05:08,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,-1.84E-04,0,-0.001521111,0.001532177,0.005285409,0.011928883,0.07006846,0.058643065,-0.080634214,0.010995574,0.043689083,-0.057323594,-0.010005971,965.7099609,204.8203,24.75,-17.5,-65.1875,71.89035162,9:05:08,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,0.001530469,-5.75E-04,0.001899719,0.002506303,0.004909915,0.010678524,0.06325159,0.06719518,-0.002443461,-0.012217305,0.046039693,-0.051835578,-0.010227104,965.7099609,204.8203,24.625,-17.3125,-64.9375,71.57508077,9:05:08,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,-0.001516998,9.52E-04,-0.001895905,0.002608031,0.004267224,0.00970586,0.05673684,0.09040806,-0.12461651,0.015882496,0.05047653,-0.05911367,-0.007616144,965.7699585,204.2986,24.75,-17.3125,-64.6875,71.39158082,9:05:08,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,9.43E-04,0.001158714,1.73E-04,0.001503587,0.003934754,0.008851145,0.05108042,0.06352998,0.006108652,-0.028099801,0.051781874,-0.052591436,-0.009664509,965.7699585,204.2986,24.5625,-17.375,-64.5,71.17202422,9:05:09,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,2.01E-04,-5.63E-04,5.76E-04,8.30E-04,0.003561372,0.007909728,0.046029978,-0.02565634,0.03176499,-0.032986723,0.044038054,-0.04415579,-0.011996731,965.7099609,204.8203,24.25,-16.9375,-64.6875,71.12955829,9:05:09,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,3.85E-04,-0.00115478,-5.68E-04,0.001343462,0.003243745,0.007003277,0.04137014,-0.02321288,-0.1001819,0.002443461,0.03731296,-0.049758404,-0.010552711,965.7099609,204.8203,24,-16.8125,-64.9375,71.24281762,9:05:09,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,0.00211072,5.63E-04,-1.97E-04,0.002193423,0.003130442,0.006359252,0.037213385,0.05375614,-0.09896017,-0.07452556,0.038957275,-0.05467858,-0.016949996,965.7399902,204.5592,24.0625,-16.5,-65.0625,71.30485827,9:05:09,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,-0.00419271,5.60E-06,0.001913071,0.004608545,0.002398127,0.005723887,0.033683356,0.09896017,0.062308256,0.029321533,0.044957563,-0.042979896,-0.012322843,965.7399902,204.5592,23.8125,-16.375,-65.1875,71.30628259,9:05:09,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,-0.028772354,0.00402236,-0.002853394,0.029191944,-7.19E-04,0.005553734,0.03002968,0.043982297,1.3158038,-0.0842994,0.044860035,0.09289847,-0.019520499,965.7699585,204.2986,23.5,-15.75,-65.25,71.11873874,9:05:10,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,-0.00565052,-0.001300573,-2.20E-04,0.005802448,-0.001212081,0.004868303,0.027004682,-0.3555236,0.6047566,0.22724187,0.004821669,0.14408429,0.005155738,965.7699585,204.2986,23.625,-14.375,-65.0625,70.69589915,9:05:10,7/28/2018,female,,,FALSE,,0,0
3,,,1.53275E+12,0.0020504,-0.002119899,0.001913071,0.003515388,-8.86E-04,0.004169483,0.02449552,0.05131268,0.24923302,0.001221731,0.00947077,0.15459916,0.004762338,965.7099609,204.8203,23.625,-12.5,-64.1875,69.5300351,9:05:10,7/28/2018,female,Low,,FALSE,,0,0
3,,,1.53275E+12,-0.002319336,-5.69E-04,-0.002324104,0.003332305,-6.13E-04,0.002371354,0.012557693,0.05131268,0.24923302,0.001221731,0.00947077,0.15459916,0.004762338,965.7099609,204.8203,23.625,-12.5,-64.1875,69.5300351,9:05:10,7/28/2018,female,Low,,FALSE,,0,0
3,,,1.53275E+12,0.001882792,-5.94E-04,0.015686989,0.015810736,-5.71E-04,5.23E-04,0.008172818,0.25900686,0.9859365,-0.50335294,0.03442438,0.23773289,-0.046049193,965.7099609,204.8203,24.0625,-11.3125,-62.9375,68.32353525,9:05:10,7/28/2018,female,Low,,FALSE,,0,0
3,,,1.53275E+12,-0.006349564,-5.80E-04,-0.013415813,0.014853867,-0.001618324,6.88E-04,0.003287075,-0.05131268,0.75991637,-0.18570304,0.025850672,0.28995124,-0.060014576,965.7699585,204.2986,24.4375,-8.9375,-61.375,66.66304027,9:05:10,7/28/2018,female,Low,,FALSE,,0,0
3,,,1.53275E+12,-0.001135349,0.001704216,-0.007299423,0.007581223,1.12E-04,7.72E-05,0.001888949,-0.05131268,0.75991637,-0.18570304,0.025850672,0.28995124,-0.060014576,965.7699585,204.2986,24.4375,-8.9375,-61.375,66.66304027,9:05:10,7/28/2018,female,Low,,FALSE,,0,0
3,,,1.53275E+12,-0.013472557,0.013754129,-0.005637169,0.020061494,0.00151039,-2.55E-04,0.001199129,0.06719518,-0.39950588,0.05131268,0.029985122,0.22100551,-0.04888185,965.7699585,204.2986,24.875,-5.5625,-59.125,64.38534504,9:05:11,7/28/2018,female,Low,,FALSE,,0,0
