MODE,ACTIVITY RECOGNIZED,PROBABILITY,TIMESTAMP,X AXIS,Y AXIS,Z AXIS,ACC MAGNITUDE,X FILTER AXIS,Y FILTER AXIS,Z FILTER AXIS,XG_AXIS,YG_AXIS,ZG_AXIS,Gyro_filter_X,Gyro_filter_Y,Gyro_filter_Z,BAROMETER,HEIGHT,x_magno,y_magno,z_magno,MAGNETOMETER,TIME,DATE,GENDER,CROWD DETECTED,COACH,IS_TRAIN_STARTED,STATION_CROWD,LATITUDE,LONGITUDE
,,,1.53243E+12,0.01916325,-0.003960848,0.02355957,0.030626326,0.00277824,0.022358488,0.07139516,-0.81122905,-0.7648033,-0.42760566,-0.81122905,-0.7648033,-0.42760566,967.3899536,190.2231,-16.0625,-23.1875,-41.125,49.86912559,15:58:12,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-0.00861907,-0.012872517,0.008089066,0.017476357,0.001638509,0.018835388,0.06506455,1.0592403,0.9615019,0.70738196,0.124005625,0.0983493,0.13988815,967.3899536,190.2231,-16.8125,-25.625,-40.375,50.68965778,15:58:12,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-0.008130699,0.004085064,-0.034778595,0.035949224,6.62E-04,0.017360356,0.05508023,0.10140363,0.47158796,1.0824533,0.112704627,0.28496863,0.611170725,967.4799805,189.4415,-18.6875,-27.0625,-39.875,51.68768894,15:58:12,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-0.004486635,0.011916161,0.03604412,0.038226999,1.47E-04,0.016815936,0.05317662,0.12583824,1.2974777,-0.003665192,0.119271434,0.791223165,0.303752767,967.4799805,189.4415,-20.875,-25.4375,-39.25,51.21908366,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-0.006939158,-0.016389757,-0.006710053,0.019021064,-6.22E-06,0.00678776,0.02987968,0.12583824,1.2974777,-0.003665192,0.122554837,1.044350433,0.150043787,967.4799805,189.4415,-20.875,-25.4375,-39.25,51.21908366,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-0.001691461,0.01060158,-0.013902664,0.017565267,-7.91E-04,0.004303869,0.012931241,-1.7055358,0.408058,-0.45814893,-0.791490482,0.726204216,-0.154052571,967.4799805,189.4415,-21.625,-22.6875,-39.1875,50.1799107,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,4.07E-06,-4.06E-04,-0.004612923,0.004630777,1.84E-04,0.002392581,0.005816351,-1.7055358,0.408058,-0.45814893,-1.248513141,0.567131108,-0.306100751,967.4799805,189.4415,-21.625,-22.6875,-39.1875,50.1799107,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-0.006198645,-0.003844217,0.005853653,0.00935235,-0.002422639,7.06E-04,0.005348179,0.36285394,-0.5338962,-1.6762142,-0.4428296,0.016617454,-0.991157475,967.4799805,189.4415,-21.4375,-18.5,-39.5,48.6010947,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,0.002144814,0.003853723,-6.11E-04,0.004452539,-0.002121372,8.92E-04,0.002647485,0.19181168,-0.28588495,-0.45448375,-0.12550896,-0.134633748,-0.722820613,967.4499512,189.7022,-20.25,-17.25,-39.5625,47.67406429,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,0.005212069,0.00212419,-5.88E-04,0.005658982,-7.96E-06,9.61E-04,0.001338564,0.19181168,-0.28588495,-0.45448375,0.03315136,-0.210259349,-0.588652181,967.4499512,189.7022,-20.25,-17.25,-39.5625,47.67406429,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,-7.72E-04,0.004256249,-0.001731873,0.004659469,4.24E-04,0.001749348,-3.90E-04,-0.65240407,0.4361578,-0.09040806,-0.309626355,0.112949226,-0.339530121,967.4499512,189.7022,-18.6875,-16.75,-39.8125,47.06187749,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
,,,1.53243E+12,0.002331376,3.83E-04,0.006560326,0.006972803,0.001629128,0.001180157,0.001670874,-0.65240407,0.4361578,-0.09040806,-0.481015213,0.274553513,-0.21496909,967.4499512,189.7022,-18.6875,-16.75,-39.8125,47.06187749,15:58:13,7/24/2018,female,,,FALSE,,28.6375836,77.2105156
