best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
5.622877575753819e-06,5.10407001827748,1.0,0.5550646891763963,9.999999747378752e-05,434
