best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
5.269142834761797e-06,2.4122515221970806,1.0,0.712852897473997,9.999999747378752e-05,445
