Timestamp,Milliseconds,X,Y,Z
2019-04-06 20:18:25,7,-0.14431763,1.9662933,9.627075
2019-04-06 20:18:25,13,-0.12516785,2.0213623,9.551666
2019-04-06 20:18:25,23,-0.1191864,2.036911,9.483429
2019-04-06 20:18:25,34,0.0053100586,2.162613,9.42955
2019-04-06 20:18:25,44,0.037628174,2.1290894,9.416382
2019-04-06 20:18:25,53,0.13220215,2.1374664,9.453491
2019-04-06 20:18:25,63,0.0579834,2.1578217,9.494202
2019-04-06 20:18:25,73,0.09030151,2.1434631,9.555252
2019-04-06 20:18:25,83,0.010101318,2.2069092,9.484619
2019-04-06 20:18:25,93,-0.07369995,2.202118,9.4379425
2019-04-06 20:18:25,105,-0.03778076,2.2236633,9.366104
2019-04-06 20:18:25,113,-0.07847595,2.2859192,9.361328
2019-04-06 20:18:25,124,-0.023422241,2.2679596,9.394836
2019-04-06 20:18:25,133,0.012496948,2.3218231,9.21048
2019-04-06 20:18:25,143,0.15374756,2.3517609,9.143448
2019-04-06 20:18:25,154,0.18008423,2.4810486,9.083588
2019-04-06 20:18:25,163,0.20523071,2.4906158,9.072815
2019-04-06 20:18:25,173,0.2746582,2.3721008,9.126694
2019-04-06 20:18:25,183,0.23994446,2.3541565,9.040497
2019-04-06 20:18:25,193,0.03883362,2.2523956,9.132675
2019-04-06 20:18:25,204,-0.14910889,2.2631683,9.364914
2019-04-06 20:18:25,213,-0.35621643,2.2476044,9.656998
2019-04-06 20:18:25,223,-0.6100006,2.0261383,9.791077
2019-04-06 20:18:25,233,-0.7596283,2.131485,9.985016
2019-04-06 20:18:25,243,-0.71055603,2.1530304,10.120285
2019-04-06 20:18:25,253,-0.50105286,2.0656433,9.94191
2019-04-06 20:18:25,264,-0.39572144,1.8657379,9.50737
2019-04-06 20:18:25,273,-0.56689453,1.6287079,9.434341
2019-04-06 20:18:25,284,-1.0565186,1.5939941,9.648621
2019-04-06 20:18:25,293,-1.9794769,1.4970245,9.90361
2019-04-06 20:18:25,304,-2.7839355,2.3505554,10.268723
2019-04-06 20:18:25,314,-2.8354034,2.8174286,10.528488
2019-04-06 20:18:25,323,-2.2189026,2.3900604,10.679337
2019-04-06 20:18:25,334,-1.7388611,1.9052429,10.972626
2019-04-06 20:18:25,345,-1.1726379,2.58638,10.103531
2019-04-06 20:18:25,353,-0.94039917,3.625473,9.047684
2019-04-06 20:18:25,363,-0.23410034,3.340561,9.006973
2019-04-06 20:18:25,374,0.4230957,2.6881409,9.28949
2019-04-06 20:18:25,385,0.43865967,2.775528,9.261963
2019-04-06 20:18:25,393,0.07475281,3.0317078,8.981842
2019-04-06 20:18:25,403,-0.40049744,3.028122,8.921982
2019-04-06 20:18:25,413,-1.0900269,2.6474457,9.246399
2019-04-06 20:18:25,424,-1.3186798,1.9626923,10.030502
2019-04-06 20:18:25,433,-0.7692108,1.1426849,11.638214
2019-04-06 20:18:25,443,-1.1331329,1.937561,11.586731
2019-04-06 20:18:25,453,-1.8394165,3.4411163,10.0269165
2019-04-06 20:18:25,463,-2.1901703,4.334152,9.218872
2019-04-06 20:18:25,474,-1.7999115,4.341339,9.017746
2019-04-06 20:18:25,483,-1.335434,3.538086,8.61792
2019-04-06 20:18:25,494,-1.1953735,2.9790344,7.8816986
2019-04-06 20:18:25,503,-1.453949,2.9874115,7.961914
2019-04-06 20:18:25,516,-1.7292786,2.9323425,8.219284
2019-04-06 20:18:25,523,-1.8442078,2.629486,8.93396
2019-04-06 20:18:25,534,-1.9112396,2.4690704,9.706085
2019-04-06 20:18:25,543,-1.888504,2.6354675,9.935928
2019-04-06 20:18:25,554,-2.0549011,2.6629944,9.716858
2019-04-06 20:18:25,563,-2.1662292,2.66539,9.36731
2019-04-06 20:18:25,573,-2.1291199,2.5756073,8.956696
2019-04-06 20:18:25,583,-2.0848236,2.6510315,8.358154
2019-04-06 20:18:25,593,-1.948349,2.7300415,8.348572
2019-04-06 20:18:25,603,-1.5437317,2.6713867,8.329422
2019-04-06 20:18:25,613,-1.3210754,2.657013,8.445541
2019-04-06 20:18:25,623,-0.99786377,2.7503967,8.93396
2019-04-06 20:18:25,634,-0.56211853,2.7982788,9.621094
2019-04-06 20:18:25,643,-0.060531616,2.5588531,10.103531
2019-04-06 20:18:25,654,0.12980652,2.313446,10.241196
2019-04-06 20:18:25,663,0.31536865,2.1757812,6.6762238
2019-04-06 20:18:25,675,0.35487366,1.8453827,9.227249
2019-04-06 20:18:25,684,1.0671387,2.3457642,8.930359
2019-04-06 20:18:25,693,1.0982666,2.5169525,9.20929
2019-04-06 20:18:25,704,0.8456726,2.5337067,8.798691
2019-04-06 20:18:25,713,0.4805603,2.459488,8.768753
