val_loss,val_acc,loss,acc,lr
0.44250105843666665,0.7759914255729954,0.24230658739886302,0.9444228527011271,0.0010000000474974513
0.4168848861707624,0.8081457664090081,0.04112426713695391,0.998056743101438,0.0010000000474974513
0.38474099413119456,0.825294748188215,0.017392982634669766,0.9996113486202876,0.0010000000474974513
0.3580088970777434,0.8392282958838206,0.015200545552363666,0.9984453944811504,0.0010000000474974513
0.4594726556750356,0.8124330118538099,0.009083616324952701,0.9996113486202876,0.0010000000474974513
0.5862879288030463,0.780278671017797,0.004960223187135408,0.9996113486202876,0.0010000000474974513
0.34615492649847546,0.8435155413286224,0.00672972007220527,0.9988340458608628,0.0010000000474974513
0.5729622310636383,0.7845659164625988,0.015390861952332422,0.9984453944811504,0.0010000000474974513
0.6602625600586367,0.7706323687669931,0.004507673595095574,0.9996113486202876,0.0010000000474974513
0.486720239282421,0.8231511254658141,0.0025741484025590994,1.0,0.0010000000474974513
0.7782050901574721,0.7920685959910018,0.004741249150305905,0.9984453944811504,0.0010000000474974513
0.7972765375499684,0.7781350482953961,0.0032544862330681074,1.0,0.0010000000474974513
0.6328313465510662,0.8049303323254069,0.0011240625376599104,1.0,0.0010000000474974513
0.6658975479431603,0.7888531619074005,0.0016152745214261237,1.0,0.0010000000474974513
0.6877842499671897,0.7834941051013984,0.0009975140348634328,1.0,0.0010000000474974513
0.6591572089146699,0.7888531619074005,0.0007701732145964063,1.0,0.0010000000474974513
0.798884751696423,0.780278671017797,0.0008141943296191867,1.0,0.0010000000474974513
0.7528002883077051,0.7695605574057928,0.0007117512227596011,1.0,0.0010000000474974513
0.8242570295338973,0.7620578778773898,0.0020835156456755206,1.0,0.0010000000474974513
0.8905111237609757,0.7759914255729954,0.0004997020646030452,1.0,0.0010000000474974513
0.7832910770197007,0.780278671017797,0.00039631055879041594,1.0,0.0010000000474974513
0.8020381659333218,0.7888531619074005,0.0004941715077812694,1.0,0.0010000000474974513
0.7690406301780529,0.7738478028505945,0.0004027956664538517,1.0,0.0010000000474974513
0.5075242352000131,0.819935691318328,0.0006805010235476934,1.0,0.0010000000474974513
1.0490727968921232,0.7706323687669931,0.0003646287931005546,1.0,0.0010000000474974513
0.5644859100940527,0.7834941050375134,0.0005458369882048618,1.0,0.0010000000474974513
0.7308028601868615,0.7813504823789975,0.00035474904965670346,1.0,0.0010000000474974513
0.736799992724758,0.7856377278237991,0.0001504597171593249,1.0,0.0010000000474974513
4.17467744148557,0.3762057877973217,0.01040882367191089,0.996113486202876,0.0010000000474974513
0.9297941886567354,0.7931404073522021,0.0025088626515892194,0.9996113486202876,0.0010000000474974513
1.2882820947888325,0.7566988210713876,0.0013200825289810673,0.9992226972405752,0.0010000000474974513
0.9667133471398491,0.7813504823789975,0.0003824475401846373,1.0,0.0010000000474974513
1.1879861559259675,0.765273311960991,0.0011617217476473057,1.0,0.0010000000474974513
0.8201224070525501,0.7963558414358035,0.00047712213926661594,1.0,0.0010000000474974513
0.9358759123476628,0.7813504823789975,0.00021240930765776923,1.0,0.0010000000474974513
1.0475437917765569,0.7642015005997906,0.0002982577457169913,1.0,0.0010000000474974513
1.244683123350399,0.772775991489394,0.0008836404823375869,1.0,0.0010000000474974513
0.9232631213763391,0.7845659164625988,0.00020766632448637043,1.0,0.0010000000474974513
0.9213004039574538,0.7856377278237991,8.177179050919533e-05,1.0,0.0010000000474974513
0.8736934655476741,0.7867095391849996,0.00011898686787286112,1.0,0.0010000000474974513
0.8706604669395622,0.7845659164625988,0.00010895576976925641,1.0,0.0010000000474974513
5.3316630708954085,0.3762057877973217,0.007451416214119639,0.9957248348231637,0.0010000000474974513
0.5095128964508973,0.8381564845226201,0.0008503449562188398,1.0,0.0010000000474974513
0.5416591696696713,0.8317256163554176,0.00023389214021454768,1.0,0.0010000000474974513
0.7580316813077702,0.7974276527970039,0.00023202156475595663,1.0,0.0010000000474974513
0.11067192064995487,0.9592711682743837,0.002856223233529581,0.9992226972405752,0.0010000000474974513
1.3657172540120883,0.7524115756265859,0.0021182332684775568,0.9992226972405752,0.0010000000474974513
1.247551130392416,0.7674169346833919,0.006772895563070941,0.998056743101438,0.0010000000474974513
1.1969190323356007,0.7963558414358035,0.000909663771674405,1.0,0.0010000000474974513
1.2916829449155578,0.7877813505462,0.00011959361575552567,1.0,0.0010000000474974513
1.2464940877269957,0.7813504823789975,0.0002864854911536825,1.0,0.0010000000474974513
1.0426962052383095,0.7920685959910018,0.00019618613579810783,1.0,0.0010000000474974513
0.7962501299630408,0.8070739550478078,0.0003228068010764978,1.0,0.0010000000474974513
3.0408444348383306,0.5691318328293701,0.002498705255597893,0.9988340458608628,0.0010000000474974513
1.3029278594389606,0.7642015005997906,0.0006082364860273794,1.0,0.0010000000474974513
1.1948544884386043,0.772775991489394,0.0003382943186080703,1.0,0.0010000000474974513
1.0630785474376023,0.7845659164625988,0.00022443709140413406,1.0,0.0010000000474974513
1.0296387391330601,0.7845659164625988,0.00016985334169482128,1.0,0.0010000000474974513
0.8780360500321255,0.8006430868806051,0.00035517116613052247,1.0,0.0010000000474974513
0.9967830153491591,0.7888531619074005,0.00018923165852004345,1.0,0.0010000000474974513
0.8781126649273682,0.7995712755194048,0.0001502360228933007,1.0,0.0010000000474974513
0.9524171140128777,0.7845659164625988,8.294483193004144e-05,1.0,0.0010000000474974513
0.5419005952927205,0.8510182207931404,0.0038020886302256034,0.9988340458608628,0.0010000000474974513
0.5918972025179211,0.8520900321543409,0.00041549869860314483,1.0,0.0010000000474974513
0.38006070760475014,0.8960342979635584,0.0021540880694767275,0.9996113486202876,0.0010000000474974513
0.7442780161018924,0.8006430868806051,0.0002684587398220509,1.0,0.0010000000474974513
0.9163524754433259,0.7834941051013984,0.00018561904178959456,1.0,0.0010000000474974513
0.9162327433833483,0.7867095391849996,5.8542784459337396e-05,1.0,0.0010000000474974513
0.8643745977715025,0.7995712755194048,9.141159944846554e-05,1.0,0.0010000000474974513
0.8524447787804619,0.810289389131409,0.00014370115409997525,1.0,0.0010000000474974513
0.8090604019510018,0.8092175777702086,0.00011458119511629658,1.0,0.0010000000474974513
0.9175204205040252,0.7920685959910018,8.742498320207855e-05,1.0,0.0010000000474974513
0.9670523375688003,0.7920685959910018,5.458943597393359e-05,1.0,0.0010000000474974513
0.976360835574192,0.7899249732686009,3.1960614232059765e-05,1.0,0.0010000000474974513
0.9061601419093652,0.7931404073522021,7.183812508759549e-05,1.0,0.0010000000474974513
0.9795640371939505,0.7867095391849996,3.085455038277601e-05,1.0,0.0010000000474974513
1.372427970266802,0.757770632432588,7.934934218682334e-05,1.0,0.0010000000474974513
1.1120794177183129,0.7738478028505945,2.505759526497779e-05,1.0,0.0010000000474974513
1.0801093759292704,0.7781350482953961,4.300486094377426e-05,1.0,0.0010000000474974513
1.1479374041096062,0.7749196142117949,4.4067339511120034e-05,1.0,0.0010000000474974513
0.96961592887663,0.8156484459374111,0.00021671804067907588,1.0,0.0010000000474974513
1.1401221013018046,0.7695605574057928,9.710290159720009e-05,1.0,0.0010000000474974513
1.3874966962800022,0.757770632432588,9.08215397014249e-05,1.0,0.0010000000474974513
1.5292787114906925,0.7534833869877863,0.00015093080722793052,1.0,0.0010000000474974513
4.050634138326042,0.7299035370413769,0.006543133458981344,0.998056743101438,0.0010000000474974513
1.433514562705961,0.7524115756265859,0.000586173922679299,1.0,0.0010000000474974513
1.2500686500489009,0.7706323687669931,0.00023915274555729398,1.0,0.0010000000474974513
1.1602529268172777,0.7813504823789975,5.1981392118948134e-05,1.0,0.0010000000474974513
1.1083969661660515,0.7909967846298014,5.165314964871816e-05,1.0,0.0010000000474974513
1.1490538159239585,0.7834941051013984,5.1243774975720326e-05,1.0,0.0010000000474974513
1.0906789855430619,0.7845659164625988,7.376857241680057e-05,1.0,0.0010000000474974513
1.0313690694454272,0.7931404073522021,7.498087479332264e-05,1.0,0.0010000000474974513
1.1210873868687743,0.7899249732686009,0.00010728527798032378,1.0,0.0010000000474974513
1.1265465737283549,0.7845659164625988,4.56452714163291e-05,1.0,0.0010000000474974513
1.1922651490342324,0.7813504823789975,6.965402731983e-05,1.0,0.0010000000474974513
