,Timestamp,Milliseconds,X,Y,Z
4050,2019-04-06 20:54:26,40502,6.687530499999999,-5.925003,0.04788208
4052,2019-04-06 20:54:26,40523,5.986023,-5.2438507,-1.5921478
4054,2019-04-06 20:54:26,40542,3.7965392999999996,-3.8719788,-1.8483276000000002
4056,2019-04-06 20:54:26,40562,2.4138794,-3.050766,-1.9728241000000002
4058,2019-04-06 20:54:26,40583,1.6609039,-1.8644409,-2.6779175
4060,2019-04-06 20:54:27,40603,-0.048553467,0.69377136,-3.3518830000000004
4062,2019-04-06 20:54:27,40623,-1.3533936000000002,1.9028473000000001,-3.9971312999999995
4064,2019-04-06 20:54:27,40642,1.8967285,0.57406616,-3.1543732
4066,2019-04-06 20:54:27,40662,3.2829742,-2.619812,-11.818985000000001
4068,2019-04-06 20:54:27,40683,11.912872,-16.334991,1.9369048999999998
4070,2019-04-06 20:54:27,40702,17.08316,-22.207962,-3.9145203
4072,2019-04-06 20:54:27,40722,9.712601,-18.895584,-5.2277527
4074,2019-04-06 20:54:27,40743,4.365158,-9.264908,-3.1399993999999998
4076,2019-04-06 20:54:27,40762,2.6365355999999998,-5.2378693,1.7489624
4078,2019-04-06 20:54:27,40782,4.283752400000001,-4.827255200000001,1.2485657
4080,2019-04-06 20:54:27,40802,8.708236999999999,-5.5802307,-5.4492035
4082,2019-04-06 20:54:27,40822,10.066939999999999,-10.179504,-4.942840599999999
4084,2019-04-06 20:54:27,40842,5.5610657,-9.749741,-1.8986053
4086,2019-04-06 20:54:27,40862,2.2402954,-9.920929,-0.13647461
4088,2019-04-06 20:54:27,40882,0.94503784,-10.075348,-0.27294922
4090,2019-04-06 20:54:27,40903,0.22558594,-8.964447,-1.2066803
4092,2019-04-06 20:54:27,40922,1.2981873,-9.038666000000001,-1.1947173999999998
4094,2019-04-06 20:54:27,40943,1.6213989,-9.355896000000001,-1.4401245
4096,2019-04-06 20:54:27,40962,0.14657593,-8.935715,-3.3925934
4098,2019-04-06 20:54:27,40982,0.16812134,-8.526306,-3.3973845999999996
4100,2019-04-06 20:54:27,41002,0.56915283,-8.525101,-1.8902283
4102,2019-04-06 20:54:27,41023,0.23275757,-8.351517,-2.2098541000000003
4104,2019-04-06 20:54:27,41042,-2.0333557,-7.973236,-5.5006866
4106,2019-04-06 20:54:27,41062,-2.2679749,-8.454467999999999,-6.708557000000001
4108,2019-04-06 20:54:27,41082,-1.7783661,-9.712631,-6.099243
4110,2019-04-06 20:54:27,41102,0.17410278,-10.962402,-4.492721599999999
4112,2019-04-06 20:54:27,41123,0.33930970000000005,-9.923325,-3.5553894
4114,2019-04-06 20:54:27,41142,0.52246094,-8.631653,-3.561386
4116,2019-04-06 20:54:27,41162,0.49612427,-7.966064500000001,-4.323929
4118,2019-04-06 20:54:27,41183,0.7056121999999999,-7.770935000000001,-5.334289599999999
4120,2019-04-06 20:54:27,41203,1.9577789,-7.2908936,-5.103241000000001
4122,2019-04-06 20:54:27,41222,1.1186218,-7.6188965,-4.2712708
4124,2019-04-06 20:54:27,41242,0.13220215,-8.295258,-3.0729675
4126,2019-04-06 20:54:27,41263,-1.3952942,-7.803253,-2.513916
4128,2019-04-06 20:54:27,41282,-2.6331024,-8.478424,-2.0458526999999997
4130,2019-04-06 20:54:27,41302,-3.6398620000000004,-9.985565,-1.7405853
4132,2019-04-06 20:54:27,41323,-3.0963745,-10.244141,-1.2186583999999998
4134,2019-04-06 20:54:27,41342,1.8165282999999999,-10.482361000000001,0.96365356
4136,2019-04-06 20:54:27,41362,10.271652,-12.392928999999999,-0.85354614
4138,2019-04-06 20:54:27,41383,-1.3821259,-15.8358,-6.848617599999999
4140,2019-04-06 20:54:27,41403,-5.62825,-17.764328,-7.763199
4142,2019-04-06 20:54:27,41423,-5.482193,-14.739258,-5.846649
4144,2019-04-06 20:54:27,41443,-2.6881561,-9.142807000000001,-3.2010498
4146,2019-04-06 20:54:27,41462,-0.5118408,-6.9401399999999995,-0.6380615
4148,2019-04-06 20:54:27,41482,0.6936493,-6.4840393,-0.74819946
4150,2019-04-06 20:54:27,41502,3.0507355,-14.03656,-34.624953999999995
4152,2019-04-06 20:54:27,41523,0.10586548,-16.935928,-14.464584
4154,2019-04-06 20:54:27,41542,0.32614136,-11.917694000000001,-5.585678
4156,2019-04-06 20:54:27,41562,-0.40170288,-8.669952,0.29089355
4158,2019-04-06 20:54:27,41582,0.9749603000000001,-7.869095,1.7501526
4160,2019-04-06 20:54:28,41603,1.2945862,-8.213852000000001,2.7269897000000003
4162,2019-04-06 20:54:28,41623,1.6656952,-8.899796,2.1763152999999997
4164,2019-04-06 20:54:28,41642,1.614212,-8.692703,1.6364288
4166,2019-04-06 20:54:28,41663,2.1038360000000003,-10.2956085,-5.1966248
4168,2019-04-06 20:54:28,41683,2.3552246,-9.437302,-6.611603
4170,2019-04-06 20:54:28,41702,1.5399933000000001,-8.425751,-6.987488000000001
4172,2019-04-06 20:54:28,41723,4.140105999999999,-7.568619,-4.9021300000000005
4174,2019-04-06 20:54:28,41742,4.302902,-6.9748535,-2.7641144
4176,2019-04-06 20:54:28,41762,4.797302200000001,-6.4613037,-2.2984467
4178,2019-04-06 20:54:28,41783,5.89505,-7.5602417,-3.5901184
4180,2019-04-06 20:54:28,41803,4.6788025,-6.561858999999999,-2.9185333
4182,2019-04-06 20:54:28,41822,4.337616000000001,-4.952957,-0.8559418
4184,2019-04-06 20:54:28,41843,3.6588593,-3.4697418,-1.1432343
4186,2019-04-06 20:54:28,41863,3.2279053,-2.2510986,-1.3096313
4188,2019-04-06 20:54:28,41883,2.5946502999999996,-1.3377075,-1.2868958000000001
4190,2019-04-06 20:54:28,41902,2.4749298,-1.0408325,-1.4365233999999998
4192,2019-04-06 20:54:28,41923,2.7694243999999997,-1.1533508,-2.489975
4194,2019-04-06 20:54:28,41942,3.400299,-1.2862396,-4.042618
4196,2019-04-06 20:54:28,41964,3.233902,-0.9989319,-4.310760500000001
4198,2019-04-06 20:54:28,41983,3.6073913999999996,-1.50531,-4.16951
4200,2019-04-06 20:54:28,42003,6.0434875,-5.131317,-22.172714000000003
4202,2019-04-06 20:54:28,42023,16.311020000000003,-11.637573,0.47285459999999996
4204,2019-04-06 20:54:28,42042,13.095612,-16.390060000000002,-2.498352
4206,2019-04-06 20:54:28,42062,6.744994999999999,-13.46434,-2.8383331000000003
4208,2019-04-06 20:54:28,42082,4.1341095,-9.244568,-0.30766296
4210,2019-04-06 20:54:28,42103,3.3703613,-7.2621613,-0.53271484
4212,2019-04-06 20:54:28,42123,3.5678864000000003,-5.8842926,0.42137146
4214,2019-04-06 20:54:28,42142,4.049118,-6.01239,-8.410843
4216,2019-04-06 20:54:28,42162,6.8647003,-10.215408,-8.491043
4218,2019-04-06 20:54:28,42182,2.337265,-10.465607,-1.8076324000000001
4220,2019-04-06 20:54:28,42203,-0.27241516,-9.263717999999999,-0.9636688
4222,2019-04-06 20:54:28,42222,0.27825928,-9.206253,-0.4465332
4224,2019-04-06 20:54:28,42242,0.27825928,-9.206253,-0.4465332
4226,2019-04-06 20:54:28,42325,0.27825928,-9.206253,-0.4465332
4228,2019-04-06 20:54:28,42325,0.27825928,-9.206253,-0.4465332
4230,2019-04-06 20:54:28,42325,0.27825928,-9.206253,-0.4465332
4232,2019-04-06 20:54:28,42325,0.27825928,-9.206253,-0.4465332
4234,2019-04-06 20:54:28,42342,0.27825928,-9.206253,-0.4465332
4236,2019-04-06 20:54:28,42363,0.27825928,-9.206253,-0.4465332
