best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.12606521642701554,0.2976544488923618,0.9485641584878226,0.9205271565495208,0.0010000000474974513,39
